work_type,t,shift,nurse_id,value
regular,29,Evening,8,0
overtime,29,Evening,9,0
regular,29,Evening,9,0
overtime,29,Evening,10,0
regular,29,Evening,10,0
overtime,29,Evening,11,0
regular,29,Evening,11,0
overtime,29,Evening,12,0
regular,29,Evening,12,0
overtime,29,Evening,13,0
regular,29,Evening,13,1
overtime,29,Evening,14,0
regular,29,Evening,14,0
overtime,29,Evening,15,0
regular,29,Evening,15,0
overtime,29,Evening,16,0
regular,29,Evening,16,0
overtime,29,Evening,17,0
regular,29,Evening,17,0
overtime,29,Evening,18,0
regular,29,Evening,18,0
overtime,29,Evening,19,0
regular,29,Evening,19,1
overtime,29,Evening,20,0
regular,29,Evening,20,0
overtime,29,Evening,21,0
regular,29,Evening,21,1
overtime,29,Evening,22,0
regular,29,Evening,22,0
overtime,29,Evening,23,0
regular,29,Evening,23,0
overtime,29,Evening,24,0
regular,29,Evening,24,0
overtime,29,Evening,25,0
regular,29,Evening,25,0
overtime,29,Evening,26,0
regular,29,Evening,26,0
overtime,29,Evening,27,0
regular,29,Evening,27,0
overtime,29,Evening,28,0
regular,29,Evening,28,0
overtime,29,Evening,29,0
regular,29,Evening,29,0
overtime,29,Night,0,0
regular,29,Night,0,0
overtime,29,Night,1,0
regular,29,Night,1,0
overtime,29,Night,2,0
regular,29,Night,2,0
overtime,29,Night,3,0
regular,29,Night,3,0
overtime,29,Night,4,0
regular,29,Night,4,0
overtime,29,Night,5,0
regular,29,Night,5,1
overtime,29,Night,6,1
regular,29,Night,6,0
overtime,29,Night,7,0
regular,29,Night,7,0
overtime,29,Night,8,0
regular,29,Night,8,0
overtime,29,Night,9,0
regular,29,Night,9,0
overtime,29,Night,10,0
regular,29,Night,10,0
overtime,29,Night,11,0
regular,29,Night,11,0
overtime,29,Night,12,0
regular,29,Night,12,1
overtime,29,Night,13,0
regular,29,Night,13,0
overtime,29,Night,14,0
regular,29,Night,14,0
overtime,29,Night,15,0
regular,29,Night,15,0
overtime,29,Night,16,0
regular,29,Night,16,1
overtime,29,Night,17,0
regular,29,Night,17,1
overtime,29,Night,18,0
regular,29,Night,18,1
overtime,29,Night,19,0
regular,29,Night,19,0
overtime,29,Night,20,0
regular,29,Night,20,0
overtime,29,Night,21,0
regular,29,Night,21,0
overtime,29,Night,22,0
regular,29,Night,22,0
overtime,29,Night,23,0
regular,29,Night,23,0
overtime,29,Night,24,0
regular,29,Night,24,1
overtime,29,Night,25,0
regular,29,Night,25,0
overtime,29,Night,26,0
regular,29,Night,26,0
overtime,29,Night,27,0
regular,29,Night,27,0
overtime,29,Night,28,0
regular,29,Night,28,0
overtime,29,Night,29,0
regular,29,Night,29,0
overtime,30,Morning,0,0
regular,30,Morning,0,1
overtime,30,Morning,1,0
regular,30,Morning,1,0
overtime,30,Morning,2,0
regular,30,Morning,2,0
overtime,30,Morning,3,0
regular,30,Morning,3,0
overtime,30,Morning,4,0
regular,30,Morning,4,0
overtime,30,Morning,5,0
regular,30,Morning,5,0
overtime,30,Morning,6,0
regular,30,Morning,6,0
overtime,30,Morning,7,0
regular,30,Morning,7,0
overtime,30,Morning,8,0
regular,30,Morning,8,1
overtime,30,Morning,9,0
regular,30,Morning,9,0
overtime,30,Morning,10,0
regular,30,Morning,10,0
overtime,30,Morning,11,0
regular,30,Morning,11,0
overtime,30,Morning,12,0
regular,30,Morning,12,0
overtime,30,Morning,13,0
regular,30,Morning,13,0
overtime,30,Morning,14,0
regular,30,Morning,14,1
overtime,30,Morning,15,0
regular,30,Morning,15,1
overtime,30,Morning,16,0
regular,30,Morning,16,0
overtime,30,Morning,17,0
regular,30,Morning,17,0
overtime,30,Morning,18,0
regular,30,Morning,18,0
overtime,30,Morning,19,0
regular,30,Morning,19,0
overtime,30,Morning,20,0
regular,30,Morning,20,0
overtime,30,Morning,21,0
regular,30,Morning,21,1
overtime,30,Morning,22,0
regular,30,Morning,22,1
overtime,30,Morning,23,0
regular,30,Morning,23,0
overtime,30,Morning,24,0
regular,30,Morning,24,0
overtime,30,Morning,25,0
regular,30,Morning,25,0
overtime,30,Morning,26,0
regular,30,Morning,26,0
overtime,30,Morning,27,0
regular,30,Morning,27,0
overtime,30,Morning,28,0
regular,30,Morning,28,1
overtime,30,Morning,29,0
regular,30,Morning,29,0
overtime,30,Evening,0,0
regular,30,Evening,0,0
overtime,30,Evening,1,0
regular,30,Evening,1,0
overtime,30,Evening,2,0
regular,30,Evening,2,1
overtime,30,Evening,3,0
regular,30,Evening,3,1
overtime,30,Evening,4,0
regular,30,Evening,4,0
overtime,30,Evening,5,0
regular,30,Evening,5,0
overtime,30,Evening,6,0
regular,30,Evening,6,0
overtime,30,Evening,7,0
regular,30,Evening,7,0
overtime,30,Evening,8,0
regular,30,Evening,8,0
overtime,30,Evening,9,0
regular,30,Evening,9,0
overtime,30,Evening,10,0
regular,30,Evening,10,0
overtime,30,Evening,11,0
regular,30,Evening,11,0
overtime,30,Evening,12,0
regular,30,Evening,12,0
overtime,30,Evening,13,0
regular,30,Evening,13,1
overtime,30,Evening,14,0
regular,30,Evening,14,0
overtime,30,Evening,15,0
regular,30,Evening,15,0
overtime,30,Evening,16,0
regular,30,Evening,16,0
overtime,30,Evening,17,0
regular,30,Evening,17,0
overtime,30,Evening,18,0
regular,30,Evening,18,0
overtime,30,Evening,19,0
regular,30,Evening,19,0
overtime,30,Evening,20,0
regular,30,Evening,20,1
overtime,30,Evening,21,0
regular,30,Evening,21,0
overtime,30,Evening,22,0
regular,30,Evening,22,0
overtime,30,Evening,23,0
regular,30,Evening,23,1
overtime,30,Evening,24,0
regular,30,Evening,24,0
overtime,30,Evening,25,0
regular,30,Evening,25,1
overtime,30,Evening,26,0
regular,30,Evening,26,0
overtime,30,Evening,27,0
regular,30,Evening,27,0
overtime,30,Evening,28,0
regular,30,Evening,28,0
overtime,30,Evening,29,0
regular,30,Evening,29,1
overtime,30,Night,0,0
regular,30,Night,0,0
overtime,30,Night,1,0
regular,30,Night,1,1
overtime,30,Night,2,0
regular,30,Night,2,0
overtime,30,Night,3,0
regular,30,Night,3,0
overtime,30,Night,4,0
regular,30,Night,4,0
overtime,30,Night,5,0
regular,30,Night,5,0
overtime,30,Night,6,0
regular,30,Night,6,0
overtime,30,Night,7,0
regular,30,Night,7,1
overtime,30,Night,8,0
regular,30,Night,8,0
overtime,30,Night,9,0
regular,30,Night,9,0
overtime,30,Night,10,0
regular,30,Night,10,1
overtime,30,Night,11,0
regular,30,Night,11,0
overtime,30,Night,12,0
regular,30,Night,12,0
overtime,30,Night,13,0
regular,30,Night,13,0
overtime,30,Night,14,1
regular,30,Night,14,0
overtime,30,Night,15,0
regular,30,Night,15,0
overtime,30,Night,16,0
regular,30,Night,16,0
overtime,30,Night,17,0
regular,30,Night,17,0
overtime,30,Night,18,0
regular,30,Night,18,0
overtime,30,Night,19,0
regular,30,Night,19,1
overtime,30,Night,20,0
regular,30,Night,20,0
overtime,30,Night,21,0
regular,30,Night,21,0
overtime,30,Night,22,0
regular,30,Night,22,0
overtime,30,Night,23,0
regular,30,Night,23,0
overtime,30,Night,24,0
regular,30,Night,24,0
overtime,30,Night,25,0
regular,30,Night,25,0
overtime,30,Night,26,0
regular,30,Night,26,1
overtime,30,Night,27,0
regular,30,Night,27,1
overtime,30,Night,28,0
regular,30,Night,28,0
overtime,30,Night,29,0
regular,30,Night,29,0
